id,تاریخ,کد ملک,نوع ملک,نام مالک,تلفن ,آدرس,تعداد طبقات,تعداد واحد در طبقه,قیمت کل,قیمت واحد,آنالیز قیمت,طبقه,زیربنا,خواب,تلفن,آشپزخانه,سرویس,کفپوش,OPEN,پارکینگ,انباری,بالکن,تجهیزات و امکانات,سن بنا,وضعیت ملک,نما,وضعیت سند,موقعیت مکانی
832,1404/07/14,10736218,آپارتمان,مخفی,,دروس بلوار شهرزاد,5,4,"18,000,000,000 تومان","163,630,000 تومان",25,5,110,2,1,هایگلاس,ايراني فرنگي,پارکت,دارد,دارد,دارد,دارد,کولر آسانسور پکیج ,25,تخلیه,سنگ,شخصي,شمالی
833,1404/07/14,10573131,آپارتمان,مخفی,,سعادت آباد خ آسمانها,5,1,"21,000,000,000 تومان","189,189,000 تومان",12,2,111,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,12,تخلیه,سنگ,شخصي,جنوبی
834,1404/07/12,10512969,آپارتمان,مخفی,,نیرو هوایی خ هفتم,5,1,"19,800,000,000 تومان","110,000,000 تومان",12,5,180,4,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور ,12,تخلیه,سنگ,شخصي,جنوبی
835,1404/07/14,10514167,آپارتمان,مخفی,,نارمك میدان 93,5,1,"6,200,000,000 تومان","75,609,000 تومان",30,2,82,2,1,MDF,فرنگی,موکت,دارد,دارد,دارد,دارد,کولر گاز ,30,تخلیه,سنگ,شخصي,شمالی
836,1404/07/12,3977041,آپارتمان,مخفی,,خواجه نصیر روبروی مخابرات,4,2,"10,200,000,000 تومان","87,179,000 تومان",2,2,117,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور پکیج گاز ,2,مسکونی,سنگ,شخصي,شمالی
837,1404/07/13,10648687,آپارتمان,مخفی,,هنگام شمیران نو خ نونوار,4,1,"1,600,000,000 تومان","26,660,000 تومان",14,زیرهمكف,60,1,0,فلزي,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,14,تخلیه,سنگ,قولنامه اي,شمالی
838,1404/07/14,10575763,آپارتمان,مخفی,,پیروزی خ جعفرنژاد,4,1,"4,500,000,000 تومان","88,235,000 تومان",16,1,51,1,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,ندارد,ندارد,کولر گاز ,16,مسکونی,سنگ,شخصي,جنوبی
839,1404/07/14,10736169,آپارتمان,مخفی,,تهران نو مسیل جاجرود,4,2,"7,200,000,000 تومان","110,769,000 تومان",16,1,65,1,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,دارد,دارد,کولر آسانسور گاز ,16,تخلیه,سنگ,شخصي,جنوبی
840,1404/07/12,10526064,آپارتمان,مخفی,,نیرو هوایی خ هفتم,5,2,"8,800,000,000 تومان","110,000,000 تومان",12,1,80,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور ,12,تخلیه,سنگ,شخصي,جنوبی
841,1404/07/14,10148722,آپارتمان,مخفی,,كردستان بلوارآزادگان,4,1,"24,700,000,000 تومان","148,795,000 تومان",11,3و4,166,4,1,MDF,ايراني فرنگي,پارکت سراميک,دارد,دارد,دارد,دارد,کولر آسانسور پکیج ,11,تخلیه,سنگ,شخصي,شمالی
842,1404/07/12,10735761,آپارتمان,مخفی,,بنی هاشم ك تنگستانی,4,1,"11,700,000,000 تومان","140,963,000 تومان",150,1,83,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,نوساز,تخلیه,,,جنوبی
843,1404/07/12,10568264,آپارتمان,مخفی,,خواجه نظام خ اجاره دار,4,1,"3,800,000,000 تومان","63,333,000 تومان",18,4,60,2,1,MDF,فرنگی,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,18,مسکونی,سنگ,شخصي,شمالی
844,1404/07/12,10565981,آپارتمان,مخفی,,هفت تیر نرسیده به خ مشاهیر,2,2,"18,600,000,000 تومان","120,000,000 تومان",,1,155,4,یك,MDF,ايراني فرنگي,پارکت,دارد,ندارد,ندارد,ندارد,کولر گاز ,16,مسکونی,سنگ,شخصي,جنوبی
845,1404/07/12,10565458,آپارتمان,مخفی,,طرشت میدان حسن حسینی,4,1,"5,200,000,000 تومان","76,470,000 تومان",24,4,68,2,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر گاز ,24,مسکونی,سنگ,شخصي,شمالی
846,1404/07/14,10527449,آپارتمان,مخفی,,زعفرانیه خ ماكوئی پور شمالی,10,2,"350,000,000,000 تومان","700,000,000 تومان",نوساز,مختلف,500,4,0,چوبي,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور ,نوساز,مسکونی,سنگ,شخصي,جنوبی
847,1404/07/12,10525538,آپارتمان,مخفی,,تهرانپارس بلوار پروین خ 170 شرقی,4,2,"15,400,000,000 تومان","140,000,000 تومان",نوساز,4,110,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,آسانسور ,نوساز,تخلیه,سنگ,شخصي,جنوبی
848,1404/07/12,10569032,آپارتمان,مخفی,,پیروزی خ شكوفه,4,1,"2,000,000,000 تومان","41,666,000 تومان",20,زیرهمكف,48,1,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,20,تخلیه,سنگ,شخصي,جنوبی
849,1404/07/12,10260157,آپارتمان,مخفی,,شیخ بهایی نرسیده به خ دانش دوست,6,1,"33,000,000,000 تومان","173,680,000 تومان",22,5,190,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور ,22,مسکونی,سنگ,شخصي,شمالی
850,1404/07/12,10568015,آپارتمان,مخفی,,تهران پارس خ 210 غربی,5,2,"6,800,000,000 تومان","95,774,000 تومان",23,همكف,71,2,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,ندارد,ندارد,شوفاژ کولر حیاط خلوت ,23,مسکونی,سنگ,شخصي,شمالی
851,1404/07/12,10735781,آپارتمان,مخفی,,"ولیعصر بالاتر از پارك ملت 
ولیعصر بالاتر از پارك ملت",6,2,"30,000,000,000 تومان","260,869,000 تومان",7,6,115,2,1,هایگلاس,ايراني فرنگي,سنگ,دارد,دارد,دارد,ندارد,کولر آسانسور پکیج گاز ,7,تخلیه,سنگ,شخصي,شمالی
852,1404/07/13,10735924,آپارتمان,مخفی,,پونك ارغوان,6,8,"6,300,000,000 تومان","92,640,000 تومان",14,2,68,1,1,MDF,ايراني فرنگي,سنگ,ندارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,14,تخلیه,سنگ,تعاوني,جنوبی
853,1404/07/12,10566582,آپارتمان,مخفی,,دولت نرسیده به خ سنجابی,4,1,"20,000,000,000 تومان","175,438,000 تومان",17,2,114,2,1,MDF,ايراني فرنگي,پارکت,دارد,دارد,دارد,دارد,شوفاژ کولر گاز ,17,تخلیه,سنگ,شخصي,جنوبی
854,1404/07/13,10176658,آپارتمان,مخفی,,ظفر زرگنده,5,2,"25,875,000,000 تومان","225,000,000 تومان",نوساز,5,115,2,1,چوبي,ايرانی,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور ,نوساز,مسکونی,ترکیبی,شخصي,شمالی
855,1404/07/12,10735682,آپارتمان,مخفی,,شهران شمالی بلوار كوهسار پشت پارك سردار,4,4,"7,500,000,000 تومان","96,153,000 تومان",24,همكف,78,2,1,MDF,ايرانی,سراميک,ندارد,دارد,ندارد,ندارد,شوفاژ کولر گاز ,24,مسکونی,سنگ,شخصي,شمالی
856,1404/07/13,2557651,آپارتمان,مخفی,,زعفرانیه خ مردانی,5,2,"64,640,000,000 تومان","320,000,000 تومان",5,4,202,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور استخر حیاط سونا جکوزی ,5,اجاره,سنگ,شخصي,جنوبی
857,1404/07/14,10520894,آپارتمان,مخفی,,دارآباد خ هاشمی,5,3,"11,500,000,000 تومان","127,777,000 تومان",7,2,90,2,1,MDF,ايراني فرنگي,لامنيت,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور ,7,مسکونی,سنگ,شخصي,جنوبی
858,1404/07/12,10553036,آپارتمان,مخفی,,هفت تیر خ بهار,4,1,"5,000,000,000 تومان","71,428,000 تومان",,4,70,1,,MDF,ايرانی,سراميک,دارد,ندارد,ندارد,ندارد,شوفاژ کولر ,13,تخلیه,آجر سه سانت,شخصي,جنوبی
859,1404/07/13,10496570,آپارتمان,مخفی,,شهرك غرب فاز 5,4,4,"33,000,000,000 تومان","227,586,000 تومان",29,3,145,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر پکیج گاز ,29,اجاره,آجر سه سانت,شخصي,جنوبی
860,1404/07/12,10499760,آپارتمان,مخفی,,فرجام خ حیدرخانی,5,2,"7,900,000,000 تومان","121,538,000 تومان",نوساز,1,65,1,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ آسانسور پکیج ,نوساز,اجاره,رومي,شخصي,شمالی
861,1404/07/14,10076430,آپارتمان,مخفی,,فرجام خ حیدرخانی,4,1,"4,675,000,000 تومان","85,000,000 تومان",16,4,55,1,1,MDF,ايرانی,سراميک,ندارد,ندارد,دارد,دارد,کولر گاز ,16,تخلیه,سنگ,شخصي,شمالی
862,1404/07/13,10569892,آپارتمان,مخفی,,ازگل نرسیده به ك طلوعی,4,1,"7,000,000,000 تومان","116,666,000 تومان",15,همكف,60,1,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,ندارد,ندارد,کولر گاز ,15,اجاره,سنگ,شخصي,شمالی
863,1404/07/13,10736010,آپارتمان,مخفی,,فرجام خ حیدرخانی,5,2,"11,050,000,000 تومان","130,000,000 تومان",نوساز,2,85,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور پکیج ,نوساز,مسکونی,ترکیبی,شخصي,جنوبی
864,1404/07/14,10736111,آپارتمان,مخفی,,دولت سه راه نشاط خ نجف آبادی,5,2,"13,300,000,000 تومان","204,615,000 تومان",9,2,65,1,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,کولر آسانسور گاز ,9,اجاره,آجر,شخصي,جنوبی
865,1404/07/13,10500034,آپارتمان,مخفی,,شهرزیبا حكیم غرب,11,4,"11,300,000,000 تومان","105,600,000 تومان",5,5,107,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور پکیج گاز ,5,مسکونی,ترکیبی,شخصي,جنوبی
866,1404/07/13,10736004,آپارتمان,مخفی,,تهرانپارس خ استخر,5,2,"19,000,000,000 تومان","131,034,000 تومان",نوساز,5,145,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور پکیج ,نوساز,تخلیه,ترکیبی,دردست اقدام,شمالی
867,1404/07/13,10574411,آپارتمان,مخفی,,تهرانپارس خ استخر سازمان گوشت,4,1,"2,350,000,000 تومان","45,192,000 تومان",4,2,52,1,0,نا مشخص,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,4,اجاره,سيمان,شخصي,شمالی
868,1404/07/12,10528281,آپارتمان,مخفی,,جشنواره خ هلیسایی,4,2,"5,250,000,000 تومان","70,000,000 تومان",24,4,75,2,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,دارد,کولر گاز ,24,مسکونی,سنگ,شخصي,جنوبی
869,1404/07/12,10176350,آپارتمان,مخفی,,نیاوران كاشانك خ زینعلی,6,2,"42,900,000,000 تومان","330,000,000 تومان",نوساز,6,130,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,,نوساز,تخلیه,ترکیبی,شخصي,جنوبی
870,1404/07/14,10529623,آپارتمان,مخفی,,نیرو هوایی خ 30 متری,6,2,"16,000,000,000 تومان","118,518,000 تومان",2,6,135,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,ندارد,دارد,کولر آسانسور پکیج ,2,تخلیه,سنگ,شخصي,شمالی
871,1404/07/14,10490781,آپارتمان,مخفی,,هنگام نرسیده به میدان الغدیر,4,1,"2,100,000,000 تومان","38,181,000 تومان",16,زیرهمكف,55,1,2,MDF,ايرانی,پارکت,دارد,ندارد,ندارد,ندارد,کولر گاز ,16,مسکونی,سنگ,قولنامه اي,شمالی
872,1404/07/14,10523088,آپارتمان,مخفی,,آیت الله كاشانی خ سازمان برنامه شمالی,5,1,"36,750,000,000 تومان","250,000,000 تومان",2,4,147,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,2,مسکونی,سنگ,شخصي,شمالی
873,1404/07/14,10418064,آپارتمان,مخفی,,شهرك غرب خ هرمزان پیروزان شمالی,4,2,"35,000,000,000 تومان","205,882,000 تومان",30,2,170,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,ندارد,شوفاژ کولر گاز ,30,مسکونی,سنگ,شخصي,شمالی
874,1404/07/12,10688792,آپارتمان,مخفی,,مجیدیه جنوبی خ كرمان,4,1,"4,200,000,000 تومان","100,000,000 تومان",11,4,42,1,1,MDF,ايرانی,سراميک,دارد,دارد,ندارد,ندارد,کولر پکیج گاز ,11,مسکونی,سنگ,شخصي,جنوبی
875,1404/07/14,10527204,آپارتمان,مخفی,,دبستان نرسیده به خ حیامنش,5,3,"6,600,000,000 تومان","110,000,000 تومان",14,5,60,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,14,اجاره,سنگ,شخصي,شمالی
876,1404/07/13,10699170,آپارتمان,مخفی,,ونك خ خدامی,10,1,"28,000,000,000 تومان","169,690,000 تومان",20,12,165,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,20,تخلیه,شيشه,شخصي,جنوبی
877,1404/07/13,10730907,آپارتمان,مخفی,,هروی حسین آباد خ وفامنش,5,2,"32,565,000,000 تومان","195,000,000 تومان",2,1,167,3,1,نا مشخص,ايراني فرنگي,پارکت,دارد,دارد,ندارد,دارد,کولر آسانسور پکیج گاز ,2,تخلیه,سنگ,شخصي,جنوبی
878,1404/07/13,10735954,آپارتمان,مخفی,,تهرانپارس بلوار پروین بین 133 و 135,5,6,"3,860,000,000 تومان","77,200,000 تومان",10,3,50,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر آسانسور ,10,تخلیه,تراورتن,شخصي,شمالی
879,1404/07/14,10736177,آپارتمان,مخفی,,شهرزیبا خ مرادی,5,2,"9,500,000,000 تومان","120,253,000 تومان",8,3,79,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,8,تخلیه,سنگ,شخصي,جنوبی
880,1404/07/12,3757709,آپارتمان,مخفی,,خ مازندران نرسیده به ك نصرآبادی,4,3,"3,800,000,000 تومان","71,698,000 تومان",17,3,53,1,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر گاز ,17,تخلیه,سنگ,شخصي,جنوبی
881,1404/07/12,10272331,آپارتمان,مخفی,,شهرزیبا خ مرادی ك گلدیس,5,2,"12,000,000,000 تومان","118,811,000 تومان",11,3,101,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,11,تخلیه,تراورتن,شخصي,جنوبی
882,1404/07/12,10588078,آپارتمان,مخفی,,خواجه نظام خ تیموری,3,1,"3,100,000,000 تومان","72,093,000 تومان",21,2,43,1,1,MDF,ايرانی,سراميک,ندارد,ندارد,دارد,ندارد,کولر گاز ,21,مسکونی,سنگ,شخصي,شمالی
883,1404/07/12,10566801,آپارتمان,مخفی,,پیروزی خ پاسدارگمنام,4,1,"3,000,000,000 تومان","71,428,000 تومان",15,4,42,1,1,MDF,ايرانی,سراميک,دارد,دارد,ندارد,ندارد,کولر گاز ,15,مسکونی,سنگ,شخصي,جنوبی
884,1404/07/14,10490206,آپارتمان,مخفی,,شهرك غرب خ سپهر,7,4,"59,500,000,000 تومان","350,000,000 تومان",0,6,170,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور پکیج گاز ,نوساز,تخلیه,سنگ,,جنوبی
885,1404/07/12,10567518,آپارتمان,مخفی,,اشرفی اصفهانی باغ فیض,4,2,"5,800,000,000 تومان","89,230,000 تومان",24,2,65,2,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر گاز ,24,مسکونی,سنگ,قولنامه اي,شمالی
886,1404/07/13,2909806,آپارتمان,مخفی,,مطهری خ جم,4,1,"18,050,000,000 تومان","95,000,000 تومان",,4,190,3,1,MDF,ايراني فرنگي,سنگ,دارد,ندارد,دارد,دارد,شوفاژ کولر ,30,مسکونی,گرانيت,شخصي,شمالی
